"subject"	"activity_labels"	"Mean"
"11709"	2	"WALKING"	-0.912441341721854
"11710"	4	"WALKING"	-0.916595401640379
"11711"	9	"WALKING"	-0.915647244861111
"11712"	10	"WALKING"	-0.921367010170068
"11713"	12	"WALKING"	-0.9406634311875
"11714"	13	"WALKING"	-0.938191887960199
"11715"	1	"WALKING_DOWNSTAIRS"	-0.919608047142857
"11716"	3	"WALKING_DOWNSTAIRS"	-0.886004419961877
"11717"	5	"WALKING_DOWNSTAIRS"	-0.879660990993377
"11718"	6	"WALKING_DOWNSTAIRS"	-0.883104121603077
"11719"	7	"WALKING_DOWNSTAIRS"	-0.870534630334416
"11720"	8	"WALKING_DOWNSTAIRS"	-0.86352229745098
"11721"	1	"WALKING_UPSTAIRS"	-0.949850681724138
"11722"	13	"WALKING_UPSTAIRS"	-0.952997153492063
"11723"	18	"WALKING_UPSTAIRS"	-0.962659650961538
"11724"	20	"WALKING_UPSTAIRS"	-0.957915648474576
"11725"	24	"WALKING_UPSTAIRS"	-0.960450864225722
"11726"	25	"LAYING"	-0.998964424328358
"11727"	26	"LAYING"	-0.998516945561225
"11728"	27	"LAYING"	-0.998519023058511
"11729"	28	"LAYING"	-0.997142571282723
"11730"	29	"LAYING"	-0.994879270697674
"11731"	30	"LAYING"	-0.996686917650131
"11732"	8	"SITTING"	-0.998288726536313
"11733"	11	"SITTING"	-0.997260781677215
"11734"	14	"SITTING"	-0.998499181764706
"11735"	15	"SITTING"	-0.997879317469512
"11736"	16	"SITTING"	-0.997929611065574
"11737"	17	"SITTING"	-0.99775058490566
"11738"	17	"STANDING"	-0.997810752718447
"11739"	19	"STANDING"	-0.997138953611111
"11740"	21	"STANDING"	-0.998280194166667
"11741"	22	"STANDING"	-0.998978107757009
"11742"	23	"STANDING"	-0.998354546129032
"11743"	25	"STANDING"	-0.998533810438596
"11744"	2	"WALKING"	-0.854188442284768
"11745"	4	"WALKING"	-0.862689565615142
"11746"	9	"WALKING"	-0.867063361357639
"11747"	10	"WALKING"	-0.867386831428571
"11748"	12	"WALKING"	-0.88917276021875
"11749"	13	"WALKING"	-0.88982415
"11750"	1	"WALKING_DOWNSTAIRS"	-0.844250113928571
"11751"	3	"WALKING_DOWNSTAIRS"	-0.810790754122874
"11752"	5	"WALKING_DOWNSTAIRS"	-0.783257893962583
"11753"	6	"WALKING_DOWNSTAIRS"	-0.811940276046154
"11754"	7	"WALKING_DOWNSTAIRS"	-0.801053831774026
"11755"	8	"WALKING_DOWNSTAIRS"	-0.771671720987255
"11756"	1	"WALKING_UPSTAIRS"	-0.905108521912226
"11757"	13	"WALKING_UPSTAIRS"	-0.910198598492064
"11758"	18	"WALKING_UPSTAIRS"	-0.926406616675824
"11759"	20	"WALKING_UPSTAIRS"	-0.917883132090396
"11760"	24	"WALKING_UPSTAIRS"	-0.922437552650919
"11761"	25	"LAYING"	-0.999148227313433
"11762"	26	"LAYING"	-0.998162879107143
"11763"	27	"LAYING"	-0.997845284468085
"11764"	28	"LAYING"	-0.995818471596859
"11765"	29	"LAYING"	-0.990576506046512
"11766"	30	"LAYING"	-0.994501206866841
"11767"	8	"SITTING"	-0.997352496592179
"11768"	11	"SITTING"	-0.995332576867089
"11769"	14	"SITTING"	-0.997599221547988
"11770"	15	"SITTING"	-0.996318403323171
"11771"	16	"SITTING"	-0.996293002404372
"11772"	17	"SITTING"	-0.996115752754717
"11773"	17	"STANDING"	-0.996995245145631
"11774"	19	"STANDING"	-0.996288327861111
"11775"	21	"STANDING"	-0.997872770906863
"11776"	22	"STANDING"	-0.998803961433022
"11777"	23	"STANDING"	-0.997966487311828
"11778"	25	"STANDING"	-0.998463532836257
"11779"	2	"WALKING"	-0.879265392781457
"11780"	4	"WALKING"	-0.867272648706625
"11781"	9	"WALKING"	-0.870393085069444
"11782"	10	"WALKING"	-0.874252214030612
"11783"	12	"WALKING"	-0.889605199565625
"11784"	13	"WALKING"	-0.898556165323383
"11785"	1	"WALKING_DOWNSTAIRS"	-0.840507176428571
"11786"	3	"WALKING_DOWNSTAIRS"	-0.82247667531085
"11787"	5	"WALKING_DOWNSTAIRS"	-0.819455801311258
"11788"	6	"WALKING_DOWNSTAIRS"	-0.839834046363077
"11789"	7	"WALKING_DOWNSTAIRS"	-0.826403830727273
"11790"	8	"WALKING_DOWNSTAIRS"	-0.817993455313725
"11791"	1	"WALKING_UPSTAIRS"	-0.902677699573668
"11792"	13	"WALKING_UPSTAIRS"	-0.912208664920635
"11793"	18	"WALKING_UPSTAIRS"	-0.925793615027472
"11794"	20	"WALKING_UPSTAIRS"	-0.915500249039548
"11795"	24	"WALKING_UPSTAIRS"	-0.91899926351706
"11796"	25	"LAYING"	-0.999257911343284
"11797"	26	"LAYING"	-0.997426846989796
"11798"	27	"LAYING"	-0.997902140239362
"11799"	28	"LAYING"	-0.992654645968586
"11800"	29	"LAYING"	-0.981811355677326
"11801"	30	"LAYING"	-0.992091852010444
"11802"	8	"SITTING"	-0.995042095586592
"11803"	11	"SITTING"	-0.99098248475
"11804"	14	"SITTING"	-0.996364642941176
"11805"	15	"SITTING"	-0.993213892134146
"11806"	16	"SITTING"	-0.992989213005464
"11807"	17	"SITTING"	-0.992386447622641
"11808"	17	"STANDING"	-0.995593308834951
"11809"	19	"STANDING"	-0.993767261305556
"11810"	21	"STANDING"	-0.997144347401961
"11811"	22	"STANDING"	-0.998486586604361
"11812"	23	"STANDING"	-0.996771799731183
"11813"	25	"STANDING"	-0.998226976081871
"11814"	2	"WALKING"	-0.929084272417219
"11815"	4	"WALKING"	-0.921210608498423
"11816"	9	"WALKING"	-0.926252180208333
"11817"	10	"WALKING"	-0.925533083537415
"11818"	12	"WALKING"	-0.92160065046875
"11819"	13	"WALKING"	-0.92249426641791
"11820"	1	"WALKING_DOWNSTAIRS"	-0.851396980857143
"11821"	3	"WALKING_DOWNSTAIRS"	-0.872232516785924
"11822"	5	"WALKING_DOWNSTAIRS"	-0.906333214092715
"11823"	6	"WALKING_DOWNSTAIRS"	-0.912807688553846
"11824"	7	"WALKING_DOWNSTAIRS"	-0.910139164831169
"11825"	8	"WALKING_DOWNSTAIRS"	-0.877454027784314
"11826"	1	"WALKING_UPSTAIRS"	-0.895527971630094
"11827"	13	"WALKING_UPSTAIRS"	-0.929444349603175
"11828"	18	"WALKING_UPSTAIRS"	-0.932161035631868
"11829"	20	"WALKING_UPSTAIRS"	-0.913037728048023
"11830"	24	"WALKING_UPSTAIRS"	-0.921972016499213
"11831"	25	"LAYING"	-0.997787804328358
"11832"	26	"LAYING"	-0.99654311127551
"11833"	27	"LAYING"	-0.997539351170213
"11834"	28	"LAYING"	-0.986581376387435
"11835"	29	"LAYING"	-0.983441510069767
"11836"	30	"LAYING"	-0.986573792428198
"11837"	8	"SITTING"	-0.993603428715084
"11838"	11	"SITTING"	-0.989182866329114
"11839"	14	"SITTING"	-0.991971796399381
"11840"	15	"SITTING"	-0.98780398027439
"11841"	16	"SITTING"	-0.989874056994536
"11842"	17	"SITTING"	-0.987860677396226
"11843"	17	"STANDING"	-0.992504468737864
"11844"	19	"STANDING"	-0.986006677972222
"11845"	21	"STANDING"	-0.994131942083333
"11846"	22	"STANDING"	-0.997148872523364
"11847"	23	"STANDING"	-0.993922242392473
"11848"	25	"STANDING"	-0.995206260789474
"11849"	2	"WALKING"	-0.737795705761589
"11850"	4	"WALKING"	-0.741468281817035
"11851"	9	"WALKING"	-0.737523519166667
"11852"	10	"WALKING"	-0.760270248877551
"11853"	12	"WALKING"	-0.76468613484375
"11854"	13	"WALKING"	-0.737986271144279
"11855"	1	"WALKING_DOWNSTAIRS"	-0.6998599999
"11856"	3	"WALKING_DOWNSTAIRS"	-0.650391269269795
"11857"	5	"WALKING_DOWNSTAIRS"	-0.688942750900662
"11858"	6	"WALKING_DOWNSTAIRS"	-0.707950219953846
"11859"	7	"WALKING_DOWNSTAIRS"	-0.688380996042532
"11860"	8	"WALKING_DOWNSTAIRS"	-0.688456484509804
"11861"	1	"WALKING_UPSTAIRS"	-0.618353125529781
"11862"	13	"WALKING_UPSTAIRS"	-0.645938604769841
"11863"	18	"WALKING_UPSTAIRS"	-0.690935683489011
"11864"	20	"WALKING_UPSTAIRS"	-0.625157069178531
"11865"	24	"WALKING_UPSTAIRS"	-0.557072892614173
"11866"	25	"LAYING"	-0.999033221492537
"11867"	26	"LAYING"	-0.999187783545918
"11868"	27	"LAYING"	-0.999269710957447
"11869"	28	"LAYING"	-0.999051174319372
"11870"	29	"LAYING"	-0.998711180465116
"11871"	30	"LAYING"	-0.999032204490862
"11872"	8	"SITTING"	-0.999399153743017
"11873"	11	"SITTING"	-0.999078996107595
"11874"	14	"SITTING"	-0.999263600247678
"11875"	15	"SITTING"	-0.999318605914634
"11876"	16	"SITTING"	-0.99936441057377
"11877"	17	"SITTING"	-0.999367899433962
"11878"	17	"STANDING"	-0.999198155728155
"11879"	19	"STANDING"	-0.998897393361111
"11880"	21	"STANDING"	-0.999174807745098
"11881"	22	"STANDING"	-0.999581259844237
"11882"	23	"STANDING"	-0.999427065564516
"11883"	25	"STANDING"	-0.999252837602339
"11884"	2	"WALKING"	-0.847144044966887
"11885"	4	"WALKING"	-0.827087343596214
"11886"	9	"WALKING"	-0.832945352010417
"11887"	10	"WALKING"	-0.851574678265306
"11888"	12	"WALKING"	-0.85784490615625
"11889"	13	"WALKING"	-0.852198921309453
"11890"	1	"WALKING_DOWNSTAIRS"	-0.851588125
"11891"	3	"WALKING_DOWNSTAIRS"	-0.801188559147507
"11892"	5	"WALKING_DOWNSTAIRS"	-0.80630054897351
"11893"	6	"WALKING_DOWNSTAIRS"	-0.825131191107692
"11894"	7	"WALKING_DOWNSTAIRS"	-0.803918407103896
"11895"	8	"WALKING_DOWNSTAIRS"	-0.794829452960784
"11896"	1	"WALKING_UPSTAIRS"	-0.936938493824451
"11897"	13	"WALKING_UPSTAIRS"	-0.937284326984127
"11898"	18	"WALKING_UPSTAIRS"	-0.944412170549451
"11899"	20	"WALKING_UPSTAIRS"	-0.945940618644068
"11900"	24	"WALKING_UPSTAIRS"	-0.945695654120735
"11901"	25	"LAYING"	-0.999090319552239
"11902"	26	"LAYING"	-0.999069265969388
"11903"	27	"LAYING"	-0.999107645771277
"11904"	28	"LAYING"	-0.998140226282722
"11905"	29	"LAYING"	-0.99698486377907
"11906"	30	"LAYING"	-0.998036797127937
"11907"	8	"SITTING"	-0.998910199553073
"11908"	11	"SITTING"	-0.998359253037975
"11909"	14	"SITTING"	-0.999039256656347
"11910"	15	"SITTING"	-0.998713689939024
"11911"	16	"SITTING"	-0.998718257540984
"11912"	17	"SITTING"	-0.998614652150943
"11913"	17	"STANDING"	-0.998777104271845
"11914"	19	"STANDING"	-0.998062212972222
"11915"	21	"STANDING"	-0.998889479068627
"11916"	22	"STANDING"	-0.999317336947041
"11917"	23	"STANDING"	-0.999012355241935
"11918"	25	"STANDING"	-0.999040300409357
"11919"	2	"WALKING"	-0.891120600993378
"11920"	4	"WALKING"	-0.896700224952681
"11921"	9	"WALKING"	-0.897069143690972
"11922"	10	"WALKING"	-0.90179111329932
"11923"	12	"WALKING"	-0.9231044844375
"11924"	13	"WALKING"	-0.921269893781095
"11925"	1	"WALKING_DOWNSTAIRS"	-0.894346483571429
"11926"	3	"WALKING_DOWNSTAIRS"	-0.858395699064516
"11927"	5	"WALKING_DOWNSTAIRS"	-0.846090253569536
"11928"	6	"WALKING_DOWNSTAIRS"	-0.856343031815385
"11929"	7	"WALKING_DOWNSTAIRS"	-0.843319343548701
"11930"	8	"WALKING_DOWNSTAIRS"	-0.829990490490196
"11931"	1	"WALKING_UPSTAIRS"	-0.934699150376176
"11932"	13	"WALKING_UPSTAIRS"	-0.938574488333333
"11933"	18	"WALKING_UPSTAIRS"	-0.950625324752747
"11934"	20	"WALKING_UPSTAIRS"	-0.944561534124294
"11935"	24	"WALKING_UPSTAIRS"	-0.947801902808399
"11936"	25	"LAYING"	-0.999183027761194
"11937"	26	"LAYING"	-0.997935716989796
"11938"	27	"LAYING"	-0.997853155851064
"11939"	28	"LAYING"	-0.994843415104712
"11940"	29	"LAYING"	-0.987877355
"11941"	30	"LAYING"	-0.993741156710183
"11942"	8	"SITTING"	-0.99664638424581
"11943"	11	"SITTING"	-0.993997699651899
"11944"	14	"SITTING"	-0.99721777996904
"11945"	15	"SITTING"	-0.995365386585366
"11946"	16	"SITTING"	-0.995280018770492
"11947"	17	"SITTING"	-0.994973676150943
"11948"	17	"STANDING"	-0.996558481941748
"11949"	19	"STANDING"	-0.995509993166667
"11950"	21	"STANDING"	-0.997645421029412
"11951"	22	"STANDING"	-0.998707784174455
"11952"	23	"STANDING"	-0.997600132311828
"11953"	25	"STANDING"	-0.998388690087719
"11954"	2	"WALKING"	-0.893184449834437
"11955"	4	"WALKING"	-0.882324680851735
"11956"	9	"WALKING"	-0.886047702256944
"11957"	10	"WALKING"	-0.888566959897959
"11958"	12	"WALKING"	-0.8982681540625
"11959"	13	"WALKING"	-0.904879419751244
"11960"	1	"WALKING_DOWNSTAIRS"	-0.842424010357143
"11961"	3	"WALKING_DOWNSTAIRS"	-0.835893487656892
"11962"	5	"WALKING_DOWNSTAIRS"	-0.843977288543046
"11963"	6	"WALKING_DOWNSTAIRS"	-0.860360126301538
"11964"	7	"WALKING_DOWNSTAIRS"	-0.85004234612987
"11965"	8	"WALKING_DOWNSTAIRS"	-0.834281937735294
"11966"	1	"WALKING_UPSTAIRS"	-0.899714780344828
"11967"	13	"WALKING_UPSTAIRS"	-0.916638492936508
"11968"	18	"WALKING_UPSTAIRS"	-0.927080370027473
"11969"	20	"WALKING_UPSTAIRS"	-0.914051859644068
"11970"	24	"WALKING_UPSTAIRS"	-0.919210346272966
"11971"	25	"LAYING"	-0.997667765522388
"11972"	26	"LAYING"	-0.996488644209184
"11973"	27	"LAYING"	-0.997460343297872
"11974"	28	"LAYING"	-0.986856987120419
"11975"	29	"LAYING"	-0.983759647441861
"11976"	30	"LAYING"	-0.986847362637076
"11977"	8	"SITTING"	-0.993707982402235
"11978"	11	"SITTING"	-0.989369684240506
"11979"	14	"SITTING"	-0.992095380482972
"11980"	15	"SITTING"	-0.988099329115854
"11981"	16	"SITTING"	-0.990106028934426
"11982"	17	"SITTING"	-0.988169038641509
"11983"	17	"STANDING"	-0.992589387475728
"11984"	19	"STANDING"	-0.986272194583333
"11985"	21	"STANDING"	-0.994154677769608
"11986"	22	"STANDING"	-0.997170621277259
"11987"	23	"STANDING"	-0.994022392634409
"11988"	25	"STANDING"	-0.99522326625731
"11989"	2	"WALKING"	-0.708753405463576
"11990"	4	"WALKING"	-0.705666088287066
"11991"	9	"WALKING"	-0.704042919270833
"11992"	10	"WALKING"	-0.731749528139456
"11993"	12	"WALKING"	-0.7348497280625
"11994"	13	"WALKING"	-0.707090686701493
"11995"	1	"WALKING_DOWNSTAIRS"	-0.674194012714286
"11996"	3	"WALKING_DOWNSTAIRS"	-0.612528852822287
"11997"	5	"WALKING_DOWNSTAIRS"	-0.651698314312914
"11998"	6	"WALKING_DOWNSTAIRS"	-0.675056059083077
"11999"	7	"WALKING_DOWNSTAIRS"	-0.652750717253247
"12000"	8	"WALKING_DOWNSTAIRS"	-0.650180227911765
"12001"	1	"WALKING_UPSTAIRS"	-0.616318750893417
"12002"	13	"WALKING_UPSTAIRS"	-0.643322529492063
"12003"	18	"WALKING_UPSTAIRS"	-0.688353236620879
"12004"	20	"WALKING_UPSTAIRS"	-0.625135557483898
"12005"	24	"WALKING_UPSTAIRS"	-0.559176841576115
"12006"	25	"LAYING"	-0.999109244925373
"12007"	26	"LAYING"	-0.999280262882653
"12008"	27	"LAYING"	-0.999386066702128
"12009"	28	"LAYING"	-0.99890086434555
"12010"	29	"LAYING"	-0.99832193372093
"12011"	30	"LAYING"	-0.998847942140992
"12012"	8	"SITTING"	-0.999324583072626
"12013"	11	"SITTING"	-0.99899342971519
"12014"	14	"SITTING"	-0.999331484210526
"12015"	15	"SITTING"	-0.999208177317073
"12016"	16	"SITTING"	-0.999236054125683
"12017"	17	"SITTING"	-0.999186133849057
"12018"	17	"STANDING"	-0.999246578543689
"12019"	19	"STANDING"	-0.998760582861111
"12020"	21	"STANDING"	-0.999257222941176
"12021"	22	"STANDING"	-0.999534836292835
"12022"	23	"STANDING"	-0.99936652
"12023"	25	"STANDING"	-0.999256586140351
"12024"	2	"WALKING"	-0.899995194006623
"12025"	4	"WALKING"	-0.902156627192429
"12026"	9	"WALKING"	-0.900613381409722
"12027"	10	"WALKING"	-0.90376169037415
"12028"	12	"WALKING"	-0.929226084125
"12029"	13	"WALKING"	-0.929750768457711
"12030"	1	"WALKING_DOWNSTAIRS"	-0.897439155357143
"12031"	3	"WALKING_DOWNSTAIRS"	-0.872301664809384
"12032"	5	"WALKING_DOWNSTAIRS"	-0.866800321456954
"12033"	6	"WALKING_DOWNSTAIRS"	-0.8764238284
"12034"	7	"WALKING_DOWNSTAIRS"	-0.851654597340909
"12035"	8	"WALKING_DOWNSTAIRS"	-0.845928026764706
"12036"	1	"WALKING_UPSTAIRS"	-0.951865124231975
"12037"	13	"WALKING_UPSTAIRS"	-0.951210328492063
"12038"	18	"WALKING_UPSTAIRS"	-0.958777589065934
"12039"	20	"WALKING_UPSTAIRS"	-0.958778714632768
"12040"	24	"WALKING_UPSTAIRS"	-0.961069642834646
"12041"	25	"LAYING"	-0.978148211791045
"12042"	26	"LAYING"	-0.981741316938776
"12043"	27	"LAYING"	-0.980626839015957
"12044"	28	"LAYING"	-0.979315917565445
"12045"	29	"LAYING"	-0.980084316627907
"12046"	30	"LAYING"	-0.979536131436031
"12047"	8	"SITTING"	-0.984794970055866
"12048"	11	"SITTING"	-0.984057930063291
"12049"	14	"SITTING"	-0.983478411455108
"12050"	15	"SITTING"	-0.984076673841463
"12051"	16	"SITTING"	-0.987217002814208
"12052"	17	"SITTING"	-0.987463164377358
"12053"	17	"STANDING"	-0.976326833398058
"12054"	19	"STANDING"	-0.973906392361111
"12055"	21	"STANDING"	-0.978133585563726
"12056"	22	"STANDING"	-0.987215547912773
"12057"	23	"STANDING"	-0.982750724166667
"12058"	25	"STANDING"	-0.980031118187135
"12059"	2	"WALKING"	-0.292723115210795
"12060"	4	"WALKING"	-0.293307839430284
"12061"	9	"WALKING"	-0.308497670729549
"12062"	10	"WALKING"	-0.284218264953741
"12063"	12	"WALKING"	-0.34293243052875
"12064"	13	"WALKING"	-0.359376150487562
"12065"	1	"WALKING_DOWNSTAIRS"	-0.0399772063892857
"12066"	3	"WALKING_DOWNSTAIRS"	-0.121282550641434
"12067"	5	"WALKING_DOWNSTAIRS"	-0.067457705663245
"12068"	6	"WALKING_DOWNSTAIRS"	-0.0609646315784308
"12069"	7	"WALKING_DOWNSTAIRS"	-0.0501201405155844
"12070"	8	"WALKING_DOWNSTAIRS"	-0.0348021570784314
"12071"	1	"WALKING_UPSTAIRS"	-0.358288568994671
"12072"	13	"WALKING_UPSTAIRS"	-0.370151922911111
"12073"	18	"WALKING_UPSTAIRS"	-0.392777669455769
"12074"	20	"WALKING_UPSTAIRS"	-0.446006975223164
"12075"	24	"WALKING_UPSTAIRS"	-0.368004936981627
"12076"	25	"LAYING"	-0.965617093731343
"12077"	26	"LAYING"	-0.97487179119898
"12078"	27	"LAYING"	-0.971925092074468
"12079"	28	"LAYING"	-0.96999785882199
"12080"	29	"LAYING"	-0.97214274377907
"12081"	30	"LAYING"	-0.968991035483029
"12082"	8	"SITTING"	-0.971350673631285
"12083"	11	"SITTING"	-0.971497669493671
"12084"	14	"SITTING"	-0.970608727956656
"12085"	15	"SITTING"	-0.974525892652439
"12086"	16	"SITTING"	-0.977824126065574
"12087"	17	"SITTING"	-0.976895234490566
"12088"	17	"STANDING"	-0.963477933883495
"12089"	19	"STANDING"	-0.960469889666667
"12090"	21	"STANDING"	-0.961574181936275
"12091"	22	"STANDING"	-0.97255867258567
"12092"	23	"STANDING"	-0.966614741747312
"12093"	25	"STANDING"	-0.962940687923977
"12094"	2	"WALKING"	-0.151671067202219
"12095"	4	"WALKING"	-0.151907629753312
"12096"	9	"WALKING"	-0.192125229640625
"12097"	10	"WALKING"	-0.169437938699017
"12098"	12	"WALKING"	-0.173061136235937
"12099"	13	"WALKING"	-0.19370417225199
"12100"	1	"WALKING_DOWNSTAIRS"	-0.0483748685
"12101"	3	"WALKING_DOWNSTAIRS"	-0.126789945990029
"12102"	5	"WALKING_DOWNSTAIRS"	-0.109983940040066
"12103"	6	"WALKING_DOWNSTAIRS"	-0.129581334380615
"12104"	7	"WALKING_DOWNSTAIRS"	-0.109048867931169
"12105"	8	"WALKING_DOWNSTAIRS"	-0.0992657963558824
"12106"	1	"WALKING_UPSTAIRS"	-0.326930675568934
"12107"	13	"WALKING_UPSTAIRS"	-0.318912270071429
"12108"	18	"WALKING_UPSTAIRS"	-0.353411369143407
"12109"	20	"WALKING_UPSTAIRS"	-0.410084679021638
"12110"	24	"WALKING_UPSTAIRS"	-0.379947649222572
"12111"	25	"LAYING"	-0.974950655373134
"12112"	26	"LAYING"	-0.978164244005102
"12113"	27	"LAYING"	-0.977792842154255
"12114"	28	"LAYING"	-0.975083595418848
"12115"	29	"LAYING"	-0.976894625552326
"12116"	30	"LAYING"	-0.975438056971279
"12117"	8	"SITTING"	-0.979275510111732
"12118"	11	"SITTING"	-0.977554692088608
"12119"	14	"SITTING"	-0.977474375758514
"12120"	15	"SITTING"	-0.979602451432927
"12121"	16	"SITTING"	-0.98173223147541
"12122"	17	"SITTING"	-0.98164604354717
"12123"	17	"STANDING"	-0.972993686699029
"12124"	19	"STANDING"	-0.97183310075
"12125"	21	"STANDING"	-0.972804091519608
"12126"	22	"STANDING"	-0.981940089034268
"12127"	23	"STANDING"	-0.979556208897849
"12128"	25	"STANDING"	-0.976540429883041
"12129"	2	"WALKING"	-0.423793566863907
"12130"	4	"WALKING"	-0.421930323989842
"12131"	9	"WALKING"	-0.437145358065972
"12132"	10	"WALKING"	-0.454342640289116
"12133"	12	"WALKING"	-0.495039223034375
"12134"	13	"WALKING"	-0.482663607672637
"12135"	1	"WALKING_DOWNSTAIRS"	-0.404867683642857
"12136"	3	"WALKING_DOWNSTAIRS"	-0.324842469209677
"12137"	5	"WALKING_DOWNSTAIRS"	-0.326122098042384
"12138"	6	"WALKING_DOWNSTAIRS"	-0.351343821324
"12139"	7	"WALKING_DOWNSTAIRS"	-0.328663554067857
"12140"	8	"WALKING_DOWNSTAIRS"	-0.318176147
"12141"	1	"WALKING_UPSTAIRS"	-0.581226180495298
"12142"	13	"WALKING_UPSTAIRS"	-0.55950767984127
"12143"	18	"WALKING_UPSTAIRS"	-0.610744151126374
"12144"	20	"WALKING_UPSTAIRS"	-0.59406122440678
"12145"	24	"WALKING_UPSTAIRS"	-0.59060606687664
"12146"	25	"LAYING"	-0.979063391641791
"12147"	26	"LAYING"	-0.983760713010204
"12148"	27	"LAYING"	-0.9826227975
"12149"	28	"LAYING"	-0.981965681099476
"12150"	29	"LAYING"	-0.982425307732558
"12151"	30	"LAYING"	-0.982085238355091
"12152"	8	"SITTING"	-0.985735423687151
"12153"	11	"SITTING"	-0.984761134462025
"12154"	14	"SITTING"	-0.984376861547988
"12155"	15	"SITTING"	-0.985174592926829
"12156"	16	"SITTING"	-0.988226846120219
"12157"	17	"SITTING"	-0.988820697811321
"12158"	17	"STANDING"	-0.978751654368932
"12159"	19	"STANDING"	-0.976480051555556
"12160"	21	"STANDING"	-0.979758863504902
"12161"	22	"STANDING"	-0.988404691838006
"12162"	23	"STANDING"	-0.984279357473118
"12163"	25	"STANDING"	-0.982002391988304
"12164"	2	"WALKING"	-0.278292635774503
"12165"	4	"WALKING"	-0.269923261975394
"12166"	9	"WALKING"	-0.279464235588542
"12167"	10	"WALKING"	-0.271116090135034
"12168"	12	"WALKING"	-0.317920516276781
"12169"	13	"WALKING"	-0.319509323333284
"12170"	1	"WALKING_DOWNSTAIRS"	-0.0509356816214286
"12171"	3	"WALKING_DOWNSTAIRS"	-0.113473968093842
"12172"	5	"WALKING_DOWNSTAIRS"	-0.0832696202388113
"12173"	6	"WALKING_DOWNSTAIRS"	-0.0755513482858462
"12174"	7	"WALKING_DOWNSTAIRS"	-0.0640154553933442
"12175"	8	"WALKING_DOWNSTAIRS"	-0.0590261692509804
"12176"	1	"WALKING_UPSTAIRS"	-0.367781887796677
"12177"	13	"WALKING_UPSTAIRS"	-0.372040015970635
"12178"	18	"WALKING_UPSTAIRS"	-0.385788517233242
"12179"	20	"WALKING_UPSTAIRS"	-0.449212901734463
"12180"	24	"WALKING_UPSTAIRS"	-0.359467117333333
"12181"	25	"LAYING"	-0.964691986716418
"12182"	26	"LAYING"	-0.97587632130102
"12183"	27	"LAYING"	-0.973434518617021
"12184"	28	"LAYING"	-0.971761581544503
"12185"	29	"LAYING"	-0.973987574040698
"12186"	30	"LAYING"	-0.971691139712794
"12187"	8	"SITTING"	-0.973163034189944
"12188"	11	"SITTING"	-0.972657200949367
"12189"	14	"SITTING"	-0.972665312167183
"12190"	15	"SITTING"	-0.976021594847561
"12191"	16	"SITTING"	-0.97953898136612
"12192"	17	"SITTING"	-0.979381755811321
"12193"	17	"STANDING"	-0.965170386019418
"12194"	19	"STANDING"	-0.963741257777778
"12195"	21	"STANDING"	-0.96349240125
"12196"	22	"STANDING"	-0.974514811339564
"12197"	23	"STANDING"	-0.968771011962366
"12198"	25	"STANDING"	-0.965247703333333
"12199"	2	"WALKING"	-0.0729840180992053
"12200"	4	"WALKING"	-0.0746082961410726
"12201"	9	"WALKING"	-0.108015755911458
"12202"	10	"WALKING"	-0.107133709209599
"12203"	12	"WALKING"	-0.0920032129879375
"12204"	13	"WALKING"	-0.0932293614109453
"12205"	1	"WALKING_DOWNSTAIRS"	-0.0205098255357143
"12206"	3	"WALKING_DOWNSTAIRS"	-0.104528824077067
"12207"	5	"WALKING_DOWNSTAIRS"	-0.0880015434087318
"12208"	6	"WALKING_DOWNSTAIRS"	-0.102735522894154
"12209"	7	"WALKING_DOWNSTAIRS"	-0.0812197593567208
"12210"	8	"WALKING_DOWNSTAIRS"	-0.0718798272262745
"12211"	1	"WALKING_UPSTAIRS"	-0.320670023109091
"12212"	13	"WALKING_UPSTAIRS"	-0.307525850682698
"12213"	18	"WALKING_UPSTAIRS"	-0.354386844392033
"12214"	20	"WALKING_UPSTAIRS"	-0.399142425059322
"12215"	24	"WALKING_UPSTAIRS"	-0.369685073044094
"12216"	25	"LAYING"	-0.979238480746269
"12217"	26	"LAYING"	-0.982183107270408
"12218"	27	"LAYING"	-0.98154421125
"12219"	28	"LAYING"	-0.979208327958115
"12220"	29	"LAYING"	-0.981869785726744
"12221"	30	"LAYING"	-0.980426206109661
"12222"	8	"SITTING"	-0.983820247430168
"12223"	11	"SITTING"	-0.981812669968354
"12224"	14	"SITTING"	-0.982179502229102
"12225"	15	"SITTING"	-0.983399902347561
"12226"	16	"SITTING"	-0.985502500409836
"12227"	17	"SITTING"	-0.985408900603774
"12228"	17	"STANDING"	-0.979321569417476
"12229"	19	"STANDING"	-0.978670044361111
"12230"	21	"STANDING"	-0.978202374730392
"12231"	22	"STANDING"	-0.985785014174455
"12232"	23	"STANDING"	-0.984186391317204
"12233"	25	"STANDING"	-0.982176602660819
"12234"	2	"WALKING"	-0.487986608612583
"12235"	4	"WALKING"	-0.47632684817918
"12236"	9	"WALKING"	-0.486060217596146
"12237"	10	"WALKING"	-0.52108328120068
"12238"	12	"WALKING"	-0.543002875439688
"12239"	13	"WALKING"	-0.530280409529353
"12240"	1	"WALKING_DOWNSTAIRS"	-0.512110920714286
"12241"	3	"WALKING_DOWNSTAIRS"	-0.429045702059355
"12242"	5	"WALKING_DOWNSTAIRS"	-0.439308092904967
